name,hex
Deep Rose,#C6486B
Sapphire Blue,#4195EF
Cobalt Blue,#2B82BB
Scarlet Red,#AD4324
Maroon Deep,#C02D27
Deep Purple,#603A72
Brownish-Red,#A57850
Sapphire Green,#34F4BB
Dark Purple (also known as Ultramarine Blue or Wisteria),#4220BC
Lime Green,#07ED22
Indigo (Dark),#251A97
Sage Green,#E3F8A6
Golden Honey,#F2AE5D
Fire Red,#F2335B
Sandstone,#E5C4AE
Cobalt Blue,#0639EF
Navy Blue (Dark Blue),#1D5E83
Sage Green,#026657
Lime Green,#0EEB73
#30C74A (Greenish-Blue),#30C74A
Sage Green,#779565
Lilac Hexadecimal,#8F7BBD
Silver Ash,#C3C4C6
Lime Green,#3AF747
#2587B7 (Hex Code) or Navy Blue (Common Name),#2587B7
Green-Blue (Sage),#22614B
Maroon Deep,#1B0650
Dark Ash Gray,#565C5B
Rose Brownish,#A2787F
Navy Blue #185785,#185785
Teal (Sapphire Blue),#6A9ACD
F6948B (#F6948B),#F6948B
Emerald Green,#0D8E3D
Forest Green,#168639
Platinum Silver,#CDCDBE
Emerald Green,#0DC04F
Ruby Red Wine,#C80C46
Burnt Sienna,#BD9507
"#F05260, Scarlet Red",#F05260
Wisteria,#E637A0
Deep Purple #7948C9,#7948C9
Indigo36CF (custom name),#3336FC
Maroon 150C,#CD150C
Dark Warm Brown,#564A34
Sage Green,#93E67B
Marshmallow Rose,#9B7B79
Lime Green,#3BD56B
#253CD1 (Hexadecimal) or Deep Cobalt Blue,#253CD1
Dandelion Yellow,#D2DD0A
Honey Gold,#EAD264
Green-cyan #31E458,#31E458
#7B8978 (Hex) or Dark Olive Green,#7B8978
Silver Chalice,#C3D4DC
Plum Rose,#DE9DDB
Sage Green,#A4E559
Sage Green,#4B6634
Green (Spectral #82C522),#82C522
Royal Purple,#8414C6
Aquamarine Sea,#7EE2E6
Green-yellow (Lime green),#2DB95A
Lime green,#38F047
Teal,#6CC6E4
Green Cyan (Spectral Green),#28FDB6
Gold Ochre,#F0A72E
Medium Purple,#8E07CD
Indigo (Dodger Blue),#2D78EC
Green (Hexadecimal #58C11B),#58C11B
Medium Cobalt Blue,#220AD3
#6CADEE (Hexadecimal Light Blue),#6CADEE
Deep Cobalt Blue,#3C4AE0
Indigo (Dark),#163D69
Indigo (#2438FD),#2438FD
Green (Lime),#2DBA50
Aqua Turquoise,#1BFDD2
Medium Purple-Red (Plum),#B835AB
Indigo Violet,#9D14EB
Beige Frost,#BBF2BF
Electric Lime,#56DD91
Warm Red-Orange,#C93117
Maroon Red,#B4140A
Green ( Specifically Lime Green ),#21FA59
Sage Green,#A8F39B
Gold Marmalade,#988C05
Sea Green,#65AEB2
Honey Gold,#CBAA53
Dark Plum Purple,#71556D
Sky Blue (Celestial Blue),#7FF6FA
E788B2 (Pinkish Purple),#E788B2
Purple-Red (Plum),#BF0294
Burnt Sienna,#AF5B18
Emerald Green,#0AF03D
Dark Olive Green,#687A31
Golden Tan,#AC981C
Indigo Deep,#2F0A62
Sky Blue,#21B1EE
Sapphire Blue,#136575
CDFA84 (Pale Golden Olive),#CDFA84
Light Sky Blue,#4BFBFC
Sapphire Blue,#0F91E0
Green (specifically #2FD44D is a type of cyan-green),#2FD44D
Green-brown (Sage Green),#485F49
Burnt Sienna,#C19A28
Silver-Blue Tint,#BCD8BC
Lime Green,#04F978
Lime green,#93D222
Sea Green,#4FC10C
Sage Green,#4C705D
Saturated Green-Yellow,#8EB002
Sage Green,#E9FEA6
Lime Green,#CFE355
Wine Red,#CB4E6F
Maroon Red,#A04D66
Deep Purple,#8907A9
Burnt Sienna,#BC794F
"#FBDD9B (FBDDA1) (This color is sometimes referred to as ""Orange-Yellow"" due to its combination of both hues, but it doesn't have an official name in standard color systems.)",#FBDD9B
Maroon (Deep Rosewood),#C56B56
Dark Grayish Green,#889B94
Sage Green,#03BE87
Green (Specifically Lime Green),#1DCC46
Indigo (Dark),#1022F8
Maroon,#D0172A
Indigo Purple,#755FDA
Sapphire Blue,#31C0D9
Sage Green #34D6AE,#34D6AE
Greenish Yellow (Green-Yellow),#70E32A
Indigo Deep,#2D2DBD
Midnight Blue,#2F0B18
#B168CB (Periwinkle Blue),#B168CB
Sapphire Blue,#389AA1
Dark Maroon,#270D17
Sage Green,#ABE45F
Deep Raspberry,#C60883
Fire Orange,#F60E30
Fuchsia Rose,#EA6584
Plum Magenta,#AF378F
Golden Yellow,#DAF732
Greenish Yellow,#ADEB18
Sandstone,#D39E85
Maroon Red,#951B44
Lime Green #57F757,#57F757
Cyber Aqua,#6DE0F1
Dark Cyan,#8D98B4
#64DC51 (Hex Code),#64DC51
Sage Green,#A9BF75
Prairie Rose,#A9867E
Light Beige,#F7F1E7
Greenish Yellow,#8FE71F
#27D7E6 (Cerulean),#27D7E6
Maroonish Purple (approximate name),#512D66
Brown-Orange (Burnt Sienna),#B38411
Sage Green,#C4EF94
Sage Green,#97A698
Sapphire Blue,#75DFFD
Dark Golden Olive,#96991F
Scarlet Red,#C70837
Sapphire Blue,#06859E
Indigo (Dark),#131D86
Deep Plum Purple,#7C2694
Sapphire Blue,#4B88A3
Green #4DFD83,#4DFD83
Deep Purple,#6F44DE
Lime Green,#0AFF16
Forest Green,#4D8162
Fuchsia Magenta,#FA0A50
Light Cyan-Magenta,#C9A4F2
Burnt Sienna,#B57605
#EEBF92 (EebF92 Hex Triplet),#EEBF92
Flame Gold,#FCC85D
Lime Green,#2EE53C
Greenish Yellow,#7F932F
A493FB,#A493FB
Mahogany Rose,#AD8675
Gold Ochre,#D1A144
Aquamarine,#0E8091
#14E1EC (Hexadecimal) or Teal Blue (Common Name),#14E1EC
MediumVioletAqua,#CC7FFB
Indigo (Deep),#3819D1
Light Sky Blue,#C3EDFE
Lime Green,#579402
EB40DD (Plum Purple),#EB40DD
Fuchsia Magenta,#FF44D8
Green (Bright Lime),#15FD22
"#19DAB4 (Hexadecimal: 19, 218, 180)",#19DAB4
Fuchsia Rose,#F660A9
"HEX #58C9E1 (Pale Aqua, Cyanish Aqua)",#58C9E1
Sea Foam Green,#A9ECA8
Deep Purple,#D956E9
Electric Seafoam,#02DDBF
Cyan (Teal),#3899E1
Sapphire Blue-Green,#90C0B1
Green10D814,#10D814
Fuchsia Magenta,#F535EF
Indigo Violet,#9458C3
Burnt Sienna,#291701
Saffron Yellow,#BFF3AE
Beige Sand,#D9C2B4
Lime Green (Spring Green),#7DD91B
Saddle Brown,#958011
Marsala,#A0611D
Sapphire Blue,#236B9D
Indigo (Cerulean Blue),#6BA0D3
Olive Green,#536A3A
#CACB18 (Hexadecimal),#CACB18
Light Lavender,#CA8AC2
Green-teal (or Sage Green),#2C8755
Fuchsia Rose,#E84FBF
Indigo (Dark),#3825B2
Sage Green,#8BE089
Indigo (Dark),#235A97
Lime Green,#3DC652
Chestnut Brown,#867139
#21F689 (Hex) or Lime Green (Common Name),#21F689
CyAN7,#57F7A7
Red-Pink Plum,#C36F79
Green (Specifically #2B8E4D or Sage Green),#2B8E4D
Lime Green,#1DFD4D
Green Sage,#4D7806
Fuchsia Rose,#F76297
Burnt Sienna,#AF3E47
Sage Green #37A58E,#37A58E
Lime Green,#27DF27
Sage Green,#27BF9C
Seafoam Green,#ADDD82
Medium Purple-Lavender,#AA75F8
Fuchsia Violet,#EA23AA
Green-Yellow (Lime Green),#7BDE2F
Purple-Red,#824684
Deep Purple #5E1EA3,#5E1EA3
Lime Green #42D80A,#42D80A
Dacaf3,#DACAF3
MediumCyan,#584AF7
Green Yellow,#1FB502
Split Complementary Green,#C5E61F
Indigo (Dark),#3E5EA3
Lavender Mauve,#ECE0F9
Magenta Rose,#E87498
"#E57159 (E5, 71, 59)",#E57159
Deep Magenta,#C9478F
Wine Red (#9A067F),#9A067F
Golden Yellow,#E0BB1E
Turquoise (Teal),#2BD8D6
Green Olive,#3E6A12
Fuchsia Magenta,#FFA3C2
Cobalt Blue,#2E5DBD
Honeydew Blue,#62C5CA
Sage Green,#C7D58C
Light Sky Blue,#9AEDEF
Light Powder Blue,#AEAEF9
Sage Green (Leafy Green),#B3D865
Greenish Yellow,#61FA1E
Brownish Green,#726E43
Silver Lining,#C9E8E8
Sage Green,#23F8C8
Cyan Teal,#43BEEE
Light Cyan,#8696BE
Cornflower Blue,#7A9CC3
Lime Green,#2CE32C
Dark Brownish Green,#828F42
"#AE3695 (Ruby Wine, Plum Wine)",#AE3695
Sage Green,#859733
Maroon Red,#E4161A
Burnt Sienna,#C75433
Deep Purple,#61318F
Teal Blue,#04DFBC
Sage Green,#84F9B8
Fuchsia Rose,#FA9996
Indigo (Dark),#3032D8
D886CD (Hexadecimal),#D886CD
Plum Rose,#BA92B0
Amethyst Purple,#614C9A
Teal Hexade,#1BD3A6
Medium Slate Blue,#235A6E
Fuchsia Rose,#EC173B
Fiery Orange,#F1936A
Amethyst Purple,#AC1BF2
Gold Ochre,#AA8B3E
Indigo Purple,#3D03BF
Sage Green,#54736C
Chestnut,#976151
Dark Reddish Brown,#7E6966
Sap Green,#04615D
Maroonish Red (approximately),#E14A47
Teal,#047699
Indigo (Deep),#3634B4
#29A116 (Green Cyan),#29A116
Tuscany Red,#E4364A
Deep Cyan,#486F81
Lime Green,#56B300
Sage Green,#6F9469
Dusky Rose,#DF7A67
Green-Yellow (Sometimes referred to as Lime or Spring Green),#7BE15D
Fuchsia Rose,#F62E85
#299CFC (Sapphire Blue),#299CFC
Burnt Sienna,#E38121
Medium Purple,#6E30FF
Sage Green,#D5E190
Fuchsia Purple,#BF2FE2
Medium Purple-Lavender,#A29BF6
Dark Navy Blue,#15176E
Indigo (Dark),#2D558E
Sage Green,#98AC2E
Lime Green,#0FB455
Indigo Cobalt,#2B3CB1
Deep Purple with a Touch of Blue (#4F2BCF),#4F2BCF
Dark Indigo (#250B54),#250B54
Kaki (Japanese for banana),#CCF380
Bordeaux Red,#BC0F69
Indigo (Dark),#16728B
Ocean Foam,#9FDCEE
Greenish Teal,#38A53D
Maroon 50,#DB4350
Fuchsia Magenta,#FD01CB
Sage Greenish Yellow,#A3EB18
Fire Orange,#FFB777
Maroon Wine,#962D60
Tanjore Yellow,#B19A3C
Fire Red,#E5116F
Gold Marmalade,#D07207
Indigo (Dark),#3B31F4
Sage Green,#A7ED3A
Medium Violet Red (DD59A0),#DD59A0
E5BB98 (Peach),#E5BB98
Sage Green,#71B470
Indigo Deep,#0D076E
Dark Teal,#023453
Dark Burgundy,#2E023F
Turquoise Green,#5BD697
Magenta Rose,#E8889E
Burnt Sienna,#C8A12E
Green-teal,#486D1D
Deep Crimson,#C42464
Gold (Metallic Yellow),#E3D819
#799DDF (Hexadecimal) or Sky Blue (Common name),#799DDF
Emerald Green,#27815D
Indigo Purple (#3A24EE),#3A24EE
E64AFC (Hexadecimal),#E64AFC
Sea Green,#66CE61
Sage Green,#214E05
Plum Wine,#BD4987
Indigo Deep,#333580
Dark Red Burgundy,#9C0F25
Sage Green,#A9EA9F
#1E40E7 (Dark Cyan),#1E40E7
Bordeaux,#761C3C
Fuchsia Magenta,#FA754D
Medium Violet Red,#CE49B7
Maroon123,#601B68
Dark Charcoal Grey,#666561
E47BF6,#E47BF6
Indigo,#233074
Raspberry Rose,#EF5CCC
Indigo (Dark),#13254C
Amber,#A76500
Dark Ash Brown,#443326
E3496B,#E3496B
Cobalt Blue,#5E83FF
Midnight Grayish Brown,#5B5548
Light Purple - Lavender (#B6B3F3),#B6B3F3
Fuchsia Magenta,#FD0875
Indigo Deep,#170597
Aquamarine,#8DD5BF
Medium Purple,#8B5793
Firebrick,#FB0333
Sage Green,#97D66D
Sap Green,#538889
#9292A6 (Hex) or Light Slate Gray (Name),#9292A6
Honey Orange,#FE5E06
Green (Specifically #7BC445),#7BC445
Cyan-Blue,#0E7CBC
Sage Green,#3EB77E
Brownish Red,#A99789
Scarlet Red,#F93464
Dark Olive Green,#688D1C
Sage Green,#B4C454
Teal Green (Sapphire Green),#51E094
Sage Green,#87EC35
Indigo Blue (or Sapphire),#2A52AE
Lime Green,#F0FF58
Gold,#F9F141
Deep Purple,#912D81
Dark Maroon,#5A0A07
Indigo (Dark),#345FE3
Sea Green,#61BEBD
Green-Blue (Teal),#588247
Indigo (Dark),#437BB7
Sea Green,#5FC708
Deep Purple #871586,#871586
Plum Grey,#C8A5A8
Indigo Violet,#8985DE
Indigo Violet,#7D78B2
Deep Purple #6B0956,#6B0956
Indigo Deep,#2B0684
Green Olive,#004A32
Duckfeather,#DCF599
Emerald Green,#6CA70C
Chestnut Brown,#88561A
Sea Green,#55C181
Maroon Wine,#AB0A2D
Indigo,#6976B2
Dark Charcoal Grey,#6D6B68
Turquoise,#0FCAF0
Medium Purple,#6B33EB
#2C9735 (Green),#2C9735
Gold Yellow,#F0C936
Medium Purple-Blue,#674AD3
Wine Red ( approximation ),#A90659
Gold Marigold,#C0B236
Deep Cobalt Blue,#1A2CD7
Lime Green,#7DC01A
Burnt Sienna,#A86E49
Burgundy Red,#CD094E
Eclectic Rose,#EC317E
Cyan (tint of blue),#08C0E8
Electric Lime,#33DC71
Lime Green,#66A205
#F6F709 (Hexadecimal: F6F709),#F6F709
Wistful Rose,#9E6595
#209E66 (Hex Code),#209E66
Maroon Red (Carmine),#D92130
Lime Green,#39FA60
Scarlet Red-Orange,#EF4C2B
Deep Purple #8C1291,#8C1291
Medium Purple,#9580C5
Medium Violet Red,#B719FC
Wine Red,#C83C5E
Bordeaux Maroon,#8A1A0A
Sapphire Blue,#3F96AD
E16957 (Marronskin),#E16957
Dark Navy Blue,#285967
Maroonish Brown,#6A3D44
Fiery Orange,#F2091E
Sapphire Blue,#7AB9CE
Dark Reddish Brown,#C37367
Greenish-blue (Sage),#769260
Green Seafoam,#429385
Sage Green,#B6C68F
#7AB934 (Green Sea),#7AB934
Medium Purple,#9881AF
Burnt Sienna,#C46E30
Burnt Sienna,#A2672F
Dusky Magenta,#D057AF
Fuchsia Rose,#FF5FB5
Sage Green,#7E921C
Deep Wine Red,#7C3864
Fuschia Rose,#F62B90
Maroonish Purple,#A52992
Dark Purple-Red (Duskberry),#4B0154
Cyannite,#27A0C8
Indigo,#3781B9
Sage Green,#A7EFA0
Indigo (Dark),#376AF0
Cobalt Blue,#0592FA
Golden Yellow,#E4CF1D
#21D477 (Hex Code) or Sage Green (Common Name),#21D477
Maroon 5,#DB4374
Maroon,#6A0019
Indigo (Dark),#123F82
Emerald Green,#6DFA5C
Dark Plum,#923A5D
Dark Warm Grayish Pink,#988497
Sage Green,#6A7350
#444EA1 (Regal Purple),#444EA1
Light Pinkish-Lavender,#F9CDCE
Green4F93,#4F9346
Gold Ochre,#A39804
Red-Purple (Eggplant),#E12F79
Dark Navy Blue,#333270
Tiger Orange,#F89F72
Greenish CyAN,#8AD718
Lime Gold,#AFFC79
Lime Green,#74FD25
Dark Maroon,#170910
Teal Sea,#0E9EA9
Plum Purple,#A02A9C
Medium Purple (Dusky Lilac),#855A93
Sky Blue,#91E9EE
Deep Indigo,#1E1C8F
Silver Beige,#D3C3C0
Green-Yellow #61E83B,#61E83B
Magenta Fuchsia,#F059F2
Seafoam Green,#94C39D
Plum Pinkish Purple,#CCA1CC
Dark Brownish Green,#60523F
Dark Violet #25104C,#25104C
Sapphire Blue,#43E2FD
Silver-Lavender,#DEECD2
Sage Green #739738,#739738
"Sage Green (or Teal, depending on the specific shade)",#35C299
Maroon Crimson,#BC1240
Greenish-cyan,#77CB77
Green-Yellow,#A8F4B0
#FAFD94 (Fafd94),#FAFD94
Sage Green #095360,#095360
Fire Red,#F85470
Deep Purple Violet,#A958ED
Naval Blue (sometimes referred to as Cornflower Blue),#517E9F
Medium Purple-Blue (or Deep Lilac),#784AF7
Mahogany Rose,#9A7968
"Green (specifically, Emerald Green)",#48B643
Teal (Medium),#6AB48F
Dark Burgundy,#59363D
Goldish Brown,#A69C45
Fuchsia Rose,#F46AF3
Burnt Sienna,#CF8B3F
Gold Amber,#EFA745
Plum Wine,#9A657E
Fuchsia Rose,#F8ACD1
Deep Purple #590179,#590179
Dark Sea Green,#748D86
Turquoise Green,#43D48E
Deep Cobalt Blue,#3E23CE
Green (17E51C specific shade: Lime Green),#17E51C
D41FBC (Deep Purple),#D41FBC
Emerald Green,#5AE460
Honey Gold,#C99C5A
Lime green,#C9CC07
Honey Gold,#AE7E35
#154DE5 (Hexadecimal) or Medium Cyan (HTML color name),#154DE5
Lavender Blue (Approximate),#B5B1F2
Fire Brick,#F40911
FCC145 (Orange-yellow),#FCC145
Dark Teal,#2F797D
Lime Green,#62CE59
Magenta-Purple (#B834F6),#B834F6
Sea Green,#6ADD95
Honey Gold,#EE9973
E4C290 (Hexadecimal) or Tan1 (HTML color name),#E4C290
Fuchsia Magenta,#E613B1
Faded Peach,#F2D7B3
Sage Green,#60D9A3
Wisteria,#A50DA0
Pumpkin Orange,#E85C03
Forest Green,#017D09
Burnt Sienna,#B7752E
Dark Teal,#41888D
#1C4BDB (Hexadecimal) or Navy Blue (Common Name),#1C4BDB
Sage Green,#9E9C6C
Medium Purple,#A398C4
#CC7043 (Coral Orange),#CC7043
Seafoam Green,#63FB4E
Indigo (Dark),#3313A3
Lime green,#3CEA57
Sapphire Cyans,#7BF8BC
#717416 (Dark Greenish Brown),#717416
Green Olive (#2D6D09),#2D6D09
Tawny Orange,#E39E9A
"#3AE998 (Hex Triple: 58, 237, 152)",#3AE998
Emerald Green,#6ACD07
Indigo Purple (Dark),#4012AB
Gold Amber,#D7A46C
#A9C5AC (Azure Cyan),#A9C5AC
Wisteria,#E300C9
Deep Wine Violet,#6F23D4
Sprite Green,#C1E701
Dark Sage Green,#616443
Sapphire Blue,#8EB3C9
Indigo Purple,#9B17C4
Indigo (Dark),#2115D0
Dusk Rose,#D06B83
Gold Marigold,#E0B416
Sulfur Yellow,#C1F414
Green-Cyan (Sage Green),#4A8617
Seafoam Green,#99CB9D
Deep Purple,#9624D9
Burgundy Wine,#8C1A29
Maroon Garnet,#8D0325
Lime Green,#02FDB7
Deep Indigo,#5949E1
Indigo Deep,#3A36FE
Forest Green,#4D650F
Medium Purple (Deep Lilac),#8B3D89
Dark Plum,#624D7A
Forest Green,#135B2E
Emerald Green,#54AD39
Burnt Sienna,#C78348
Deep Purple,#5E088F
Deep Cyan,#3486D9
Green Olive,#2A4A0F
Dark Teal,#3D6164
Emerald Green,#17CC7F
Greenish Aqua,#77A53A
DODGE Blue,#0D7EC0
Dark Maroon,#8C081B
Sage Green,#8CA332
Saddle Brown,#97851C
Teal,#106C92
Deep Purple,#DC19AB
Medium Purple-Lilac,#C98DE5
Gold Orange,#DE6520
Honey Gold,#EA9420
Ginger Brown,#71512E
Sage Green,#BCBE2B
Deep Purple (Indigo-Violet),#4A2ABF
Magenta,#E6488B
Burnt Sienna,#D59556
Deep Cobalt Blue,#1F0ED0
F4D736 (Golden Yellow),#F4D736
Aquamarine,#D8EAB6
Green-Blue (Sky Blue-Green),#78B481
Indigo Deep,#1A1ED6
Lime Green,#67FA57
Minty Lime,#C4FFC1
Maroonish Brown (approximation),#9B7664
Mahogany Brown,#5C402D
Warm Rose,#C99298
Brownish-Red,#BB8374
Indigo Purple (or Deep Lavender),#654EDC
Teal Hexadecimal #51A0AF,#51A0AF
#74A4E0 (Blue-Purple),#74A4E0
Purple-Violet #881EC4,#881EC4
Indigo Fuschia (a unique mix of Indigo and Fuchsia),#4328F1
#1D09EE (Vivid Purple),#1D09EE
Wistful Purple,#762D7B
Cyan (Sapphire Blue),#0F9BE6
Green-cyan (Hexadecimal #35B55D),#35B55D
Dark Purple (#1E0240),#1E0240
#0D37F4 (Dark Cyan Blue),#0D37F4
Pale Rose Pink,#FEE7CE
Royal Blue,#215F91
#BAE35A (Lime Green),#BAE35A
F2FB60,#F2FB60
Green Sage (Approximately),#387B20
Medium Blue-Violet,#304EAB
Medium Purple Violet (Darkened Raspberry),#A52095
Medium Purple,#6654C4
Flame Orange,#FD8D76
Indigo Deep,#0B0D5C
Sea Green,#25E578
Burnt Sienna,#AF4F0C
Lime Green,#39BC0F
Maroon Fire,#CB200F
Sage Green #022624,#022624
Medium Purple,#861CD7
Dark Plum,#8F6D86
Sage Green,#98A763
Indigo (Dark),#626DD3
#20D778 (Hex) or Electric Lime (Common Name),#20D778
Sage Green,#1BE35E
Honey Gold,#C8CC02
#498020 (Hexadecimal Green),#498920
Sage Green,#759F2E
Sky Blue (Light Cyan),#628EF0
Cyan-Blue,#1D9BF8
Dusky Rose,#D73568
Lime Green,#0ED10B
Indigo,#17307F
Sea Green,#44EE88
Wisteria,#B46EDB
Maroonish Rosy Mauve,#9F7476
Purple-Red,#D032D9
Medium Purple-Blue,#A05BE3
Sandstone,#B48362
Midnight Blue,#141947
Maroon 5,#4A0705
Chestnut Brown,#9C766C
Medium Purple,#9958B3
#4554EA (Hexadecimal) or Dark Cerulean (Common name),#4554EA
Deep Sapphire Blue,#1A286C
Sage Green,#8B9746
Teal (Spatial teal),#49B597
Lime Green,#23F77A
Lime Green,#0DF27E
Dusty Rose,#D89A86
Sage Green #65E496,#65E496
Emerald Green,#3CC118
Gold C1C640,#C1C640
Sapphire Blue,#3183E5
Sage Green,#6A8719
Indigo (Dark),#6553D3
Light Cobalt (Shade of Blue),#B7B7FA
Sage Green,#97B298
#418FB2 (Hex) or Dark Cyan (Name),#418FB2
Light Blue-Green (Aquamarine-Teal),#A2ACAA
#C27245 (Cornsilk Brown),#C27245
Cool Grayish Cyan,#ECF2F4
Sage Green,#8CA188
Indigo (Dark),#2A82B2
Greenish-Blue,#358F73
Seafoam Green,#7ECF92
Green-yellow (Spring Green),#78DB28
Turquoise Shade,#2CDC9D
#0AC282 (Teal),#0AC282
Plum Lilac,#CCA3BE
Dark Purple-Blue,#432858
Fuchsia Magenta,#F514B8
#731F09 (Maroon Sienna),#731F09
Sage Green,#3B7907
Lavender Sage,#BBDAD4
Sea Green,#4F958E
Turquoise-green (Teal),#23A255
Turquoise Blue,#4DBEC2
Fuchsia Magenta,#F865EC
Dark Olive Green,#575F1C
Maroon,#99365B
Lime Green,#6EDC33
Silver-Lavender,#DCCDD8
Emerald Greenish-Cyan,#1DFB8F
Cool Gray,#E1ECE0
Dark Forest Green,#32441A
Indigo Violet,#6782FB
FCFD72 (#FCFD72),#FCFD72
Deep Teal,#072975
Hex Blue Shade 575FB3,#575FB3
Hexa Aquamarine,#067E94
Medium Purple-Blue,#5F81F8
Dark Navy Blue,#1A0812
Indigo Cyan,#3C40AA
Deep Purple,#421C92
Deep Cyan,#5C71DB
Emerald Green,#409610
Brunswick Green,#B07F6A
Gold Orange,#C48F0B
Sapphire Blue,#0A44A3
Sapphire Blue,#34B0BE
Hokuliu'ilani Blue,#9CBEE5
Teal,#5A9996
Medium Purple Violet,#8B1EFD
Honey Gold,#977761
Silver-greyish beige,#BBCBD5
Lime Green,#94BE74
Brownish Green (Approximately Olive),#573F13
Indigo (Dark),#430C88
Medium Purple-Blue (#6C53E5),#6C53E5
Dark Burgundy,#240D36
Maroon 6193,#A26193
Green 78E715 (Hexadecimal value),#78E715
#9CD5FA (Lighter Cornflower Blue),#9CD5FA
Burnt Sienna,#8E7F61
Seafoam Green,#4FCA92
Medium Purple-Red,#CA0DE0
Greenish Yellow,#74DE11
#567CBA (Hex Code) or Light Cyan (Common Name),#567CBA
Fiery Orange Red,#F05E54
Wisteria,#6E14D7
Medium Purple-Blue (#6B54CE),#6B54CE
Golden Brown,#A07A19
Plum Purple,#AC059E
Magenta Deep,#DF1B95
Greeny-cyan,#4BF92B
Dusky Magenta,#D681FD
Medium Purple,#5815AF
Green Seafoam,#7BC182
Cyan (tint of blue),#5BC6F6
Dark Wine Red,#80335A
Platinum Lilac,#D6C4CD
Green (Lime),#0CB925
#0DAC16 (Hexadecimal) or Acid Lime Green (Common Name),#0DAC16
Silver Beige,#BCBB9B
#BDBE2E (Light Sky Blue),#BDBE2E
Deep Purple,#4C1968
Medium Cyan,#486ECA
Dark Wine Purple,#392262
#793116 (Brownish Red),#793116
Maroon 5,#900415
Fuchsia Magenta,#F710A3
Greyish Green,#7E878D
Golden Yellow,#CCDA00
Green-Yellow (Spring Green),#98F568
Maroonish Purple,#9C3D67
Green (specifically #00822C),#00822C
Dark Maroon,#821F25
Indigo Deep,#6A688C
Emerald Green,#20B75C
Medium Purple-Pink,#C788CA
Deep Cobalt Blue,#1737E4
Emerald Green,#48E469
Sapphire Blue,#46C0E8
Tangerine Orange,#ECA33A
Dark Wine Purple,#680686
Sapphire Blue,#1F646F
Sea Green,#89D0BE
Reddish Brown (Carmine),#A04D1D
Medium Violet Magenta (MVM),#6A30FA
Sage Green,#C0D19D
Golden Brown,#8B7628
"#2981C9, Deep Sapphire Blue",#2981C9
Indigo,#395280
Purple Violet,#8C3BBD
Lime Green,#1EBD07
Burnt Sienna,#CD5A33
Mahogany Rose,#AD9369
E73BD2,#E73BD2
Navy Blue,#093D48
Sapphire Blue,#5B9EC6
Red Plum,#D01273
Sage Greenish Yellow,#AAE57A
Scarlet Red,#C80318
Sage Green,#63DB9E
#2FE797 (Lime Green),#2FE797
Aqua Marine,#70AFD6
Sapphire Blue,#255F73
Lime Green,#B6EB28
Rustic Red,#EA2441
Chocolate Brown,#583E0E
Lime Green,#47DE4E
Medium Purple (Mauve),#CD8B9F
#2AEFCE (Cyan Aqua),#2AEFCE
Green-Teal (Acid Green),#01AC3C
Sapphire Blue,#3B89BD
Shimmering Lilac,#E17BFE
Cyanspectrum_BlueGreen,#0FDAC6
Honeydew,#65C3F0
#BB1CFC (Bright Purple-Magenta),#BB1CFC
FE8CB5 (Fuchsia Rose),#FE8CB5
#AD9113 (Adobe 913),#AD9113
Fuchsia Rose,#F1C0F7
#695FED (Lavender Purple),#695FED
Indigo,#26189A
Cornflower Blue,#6EA9CB
Maroon Burnt Sienna,#B73F0D
Tanstone,#C5A157
Sapphire Blue,#32DFC5
Sapphire Blue,#36ABB6
Lime Green,#57A810
Sage Green Olive,#9B9B6C
Sapphire Blue,#42C1F7
Wisteria,#B72C9D
Plum Wine,#D60F70
Cyan (teal),#04C5F6
Medium Purple-Pink,#9077CE
Maroonish Burgundy,#8E353E
Sage Green #77C431,#77C431
Green-cyan (Sometimes referred to as Aqua),#3EB74D
Wistful Magenta,#ED27F4
Sage Green-Yellow,#A7B953
Sapphire Blue,#5593FC
Greenish-cyan (Slightly teal),#1EAB92
Sage Green,#97CF8D
Dark Olive Green,#585208
Deep Fuchsia,#DF0568
Maroon 5,#DA3528
Sea Foam Green,#75CF7C
Medium Purple Violet,#AB5EE8
Indigo (Dark),#2B45AE
Magenta Violet,#B146FE
"Green (specifically, Lime-green)",#1AE85A
HEX #3596CF (Cyan Teal),#3596CF
"Green-Blue (Sage Green, Teal)",#14692C
Wisteria Purple,#6D14C8
#8E2AAB (Deep Purple-Ruby),#8E2AAB
Daffodil Yellow,#DFF022
Greenish-blue (Verdigris),#2B806C
Slate Blue,#5A65AD
Green-Yellow #77D326,#77D326
Medium Purple,#695D6C
Deep Cobalt Blue,#4958B2
Forest Green,#051203
Medium Purple-Red,#D03693
Dandelion,#D88B72
Turquoise Cyans,#2DF9EF
Mahogany Brown,#764B2D
Green-Yellow (Sage Green),#1B9157
Dusty Orange,#D57F43
Bordeaux Red (Dark Burgundy),#BB2529
Cyber Aqua,#69CEF6
Plum Wine,#BC2672
Burlap Brown,#B37777
Indigo Purple,#40207C
Maroon 5,#7A0035
Green Sea (Hex #3EFC68),#3EFC68
Emerald Green,#09B29C
Green-cyan #5BB554,#5BB554
Light Grayish Cyan,#7A8596
Dark Red-Brown,#644C54
Lime Green,#63E171
Slate Gray,#75754D
Deep Plum,#D254A9
Green-Blue (Teal),#14B17A
Sapphire Blue,#32DCD8
Maroon Garnet,#CB3460
